"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc"
"https://www.google.com/maps/place/Tronsoft+Technologies/data=!4m7!3m6!1s0x3bc2c118165a49ff:0x5385f572cdee125c!8m2!3d18.5101979!4d73.8346694!16s%2Fg%2F11fs4ym1jf!19sChIJ_0laFhjBwjsRXBLuzXL1hVM?authuser=0&hl=en&rclk=1","Tronsoft Technologies","5.0","(22)","Automation company","·","Office #14, 1st floor, Ganesh chambers, 17/3, Karve Rd, near Sonal hall","Closed","· Opens 9:30 am Tue","·","075593 49467","http://www.tronsoft.co.in/","","Website","","Directions","",""
"https://www.google.com/maps/place/NUCLUS+CONTROL/data=!4m7!3m6!1s0x3bc2c11968e5b549:0x6c7d2f1763b7a8ca!8m2!3d18.5493322!4d73.9313684!16s%2Fg%2F11cmh7h63t!19sChIJSbXlaBnBwjsRyqi3YxcvfWw?authuser=0&hl=en&rclk=1","NUCLUS CONTROL","5.0","(2)","Manufacturer","·","First Floor, Survey No. 27/4, Shubh Ganesh Industrial Estate","Closed","· Opens 10 am Tue","·","094225 20386","http://www.nucluscontrol.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent Datalogic Sensor Prices"""
"https://www.google.com/maps/place/Datalogic+Sensor/data=!4m7!3m6!1s0x3bc2bf43346ab7df:0x44f28bc104809bc7!8m2!3d18.5583202!4d73.7915234!16s%2Fg%2F11ghflfx1k!19sChIJ37dqNEO_wjsRx5uABMGL8kQ?authuser=0&hl=en&rclk=1","Datalogic Sensor","5.0","(3)","Industrial equipment supplier","·","HQ5R+8JC","Closed","· Opens 10 am Tue","","","https://www.google.com/aclk?sa=L&ai=DChsSEwiIq6Gh0LGUAxXuJnsHHWN1L3YYACICCAEQAhoCdG0&co=1&ase=2&gclid=Cj0KCQjw_IXQBhCkARIsADqELbKo0RLA20xQxsVQpqIfWU729-r7sYxnNULP1VF9yl2dTyLlmPdnCSAaApJzEALw_wcB&cid=CAAS0wHkaFqy-klFrbLqw0g5hFpRe5DE3SoYpslt17SSL-VrlrGcp-D5Rn5kyWxLvomm_BdFxmqIzdvEKIZjQtX8xSwev6HPQnAhK91SHpcsTOPkQ3PZYzeB5Eu0jEnkHcS9cqwpdYj3XxCBMXx8pxBZVXRpZIytpM9qyWV2X0etrOhEYAHulHm6ocPtgubFSvZzVyYwZhIo2LesVqEkDgp5W3l5OvP7Dim-lSyGxJrNIfj9KHW6FiS1cL7brP54ezAVtnid0FZ7ZDQaqySlhUZ8C1CNxj2g&cce=2&category=acrcp_v1_32&sig=AOD64_3JNWwMwlUnMGgIf1Fpny4HXaK-3w&adurl&q&ctype=99&nis=6","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent Datalogic Sensor Prices"""
"https://www.google.com/maps/place/PRAVIN+ELECTRONICS+%26+ELECTRICALS/data=!4m7!3m6!1s0x3bc2c04277cdf53d:0x32299c7d10f76391!8m2!3d18.5152798!4d73.8654738!16s%2Fg%2F11b782vzp4!19sChIJPfXNd0LAwjsRkWP3EH2cKTI?authuser=0&hl=en&rclk=1","PRAVIN ELECTRONICS & ELECTRICALS","4.1","(26)","Industrial Spares & Products Wholesaler","·","311,NANA PETH,101/102 NATH MURLI BUILDING LAXMI ROAD,GHODEPIR LANE,ARUNA CHOUK","Closed","· Opens 11 am Tue","·","096577 25391","https://pravininstruments.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Products quality is good and also multiple brands are available."""
"https://www.google.com/maps/place/Balluff+Automation+India+Pvt+Ltd./data=!4m7!3m6!1s0x3bc2c1569a4fa0bb:0x5d4633238e1f0432!8m2!3d18.530918!4d73.8711261!16s%2Fg%2F11wjdcz7wr!19sChIJu6BPmlbBwjsRMgQfjiMzRl0?authuser=0&hl=en&rclk=1","Balluff Automation India Pvt Ltd.","","","Industrial equipment supplier","·","3rd Floor, Corporate Park, SAI RADHE COMPLEX, 302 & 303, Raja Bahadur Motilal Rd","Closed","· Opens 8:30 am Tue","·","020 6132 0300","https://www.balluff.com/en-in","","Website","","Directions","",""
"https://www.google.com/maps/place/ALCOR+INFOTECH+PVT.+LTD/data=!4m7!3m6!1s0x3bc2bf9499242edf:0xf050c6b9657eb2cb!8m2!3d18.5096206!4d73.8341883!16s%2Fg%2F11s7s9m0z6!19sChIJ3y4kmZS_wjsRy7J-ZbnGUPA?authuser=0&hl=en&rclk=1","ALCOR INFOTECH PVT. LTD","4.5","(13)","Electronics manufacturer","·","Sai House, 17/7, Karve Rd","Closed","· Opens 9:30 am Tue","·","098232 32052","https://www.alcorinfotech.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent product and outstanding service!"""
"https://www.google.com/maps/place/Sahana+Engineering-Ultrasonic%2FFuel%2FOptical%2FMagnetic%2FOil%2FVisual%2FCapacitance+Level+Switch%2FIndicators%2FSensor+Manufacturers+India/data=!4m7!3m6!1s0x3bc2958e229efe93:0x317c8dbef1a4373!8m2!3d18.6401036!4d73.8228062!16s%2Fg%2F11c5j4qm0g!19sChIJk_6eIo6VwjsRc0Ma79vIFwM?authuser=0&hl=en&rclk=1","Sahana Engineering-Ultrasonic/Fuel/Optical/Magnetic/Oil/Visual/Capacitance Level Switch/Indicators/Sensor Manufacturers India","5.0","(9)","Manufacturer","·","No.- 09, S, Annasaheb Magar Stadium, Lokesh Appartment, Shop, Telco Rd, opposite Indian Oil Petrol Pump","Closed","· Opens 9:30 am Tue","·","099229 59853","https://sahanaengineering.com/","","Website","","Directions","",""
"https://www.google.com/maps/place/Kura+Electronics+And+Electricals/data=!4m7!3m6!1s0x3bc2c06ce5555555:0xca9ef9931b4848bb!8m2!3d18.5080521!4d73.8550283!16s%2Fg%2F1thl3whl!19sChIJVVVV5WzAwjsRu0hIG5P5nso?authuser=0&hl=en&rclk=1","Kura Electronics And Electricals","2.5","(8)","Electronic parts supplier","·","BSNL Exchange 283, Shop No. 6, Prestige Point, behind Bajirao Road","Closed","· Opens 10 am Tue","·","093720 68004","http://www.kuraelectronics.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The service was top-notch, and the staff were friendly and knowledgeable."""
"https://www.google.com/maps/place/Secure+Automation/data=!4m7!3m6!1s0x3bc2bf4903da06a1:0xfdad9f850541f01b!8m2!3d18.5045154!4d73.8443149!16s%2Fg%2F11j7ylfwmn!19sChIJoQbaA0m_wjsRG_BBBYWfrf0?authuser=0&hl=en&rclk=1","Secure Automation","5.0","(32)","Home automation company","·","102, Amrutsiddhi, Laxmi Park Colony, near Bhide Hospital","Closed","· Opens 10 am Tue","·","084118 04888","http://www.secure-automation.in/","","Website","","Directions","","On-site services"
"https://www.google.com/maps/place/Shree+Venkateshwara+Controls/data=!4m7!3m6!1s0x3bc2bf5133408ded:0xf90251635c49d25c!8m2!3d18.5320255!4d73.8355593!16s%2Fg%2F11mv2svs96!19sChIJ7Y1AM1G_wjsRXNJJXGNRAvk?authuser=0&hl=en&rclk=1","Shree Venkateshwara Controls","4.4","(8)","Automation company","·","#102, Madhukosh, CTS No, 1039, next to Indus Healthcare","Closed","· Opens 9:30 am Tue","·","089757 58887","https://www.svcontrols.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best Company Automation"""
"https://www.google.com/maps/place/Robu.in/data=!4m7!3m6!1s0x3bc2b86c43a19c05:0x1b94d6f42eda29c8!8m2!3d18.6306876!4d73.8716872!16s%2Fg%2F11bv33hmc_!19sChIJBZyhQ2y4wjsRyCnaLvTWlBs?authuser=0&hl=en&rclk=1","Robu.in","4.7","(6,089)","Electronic parts supplier","·","·","Closed","· Opens 9:15 am Tue","Magazine Chowk","1800 266 6123","https://robu.in/","","Website","","Directions","","On-site services"
"https://www.google.com/maps/place/KEYENCE+INDIA+PVT+LTD/data=!4m7!3m6!1s0x3bc2c83be33fd449:0x74ba6898362830c7!8m2!3d18.5613148!4d73.9164908!16s%2Fg%2F11fx7nh0xm!19sChIJSdQ_4zvIwjsRxzAoNphounQ?authuser=0&hl=en&rclk=1","KEYENCE INDIA PVT LTD","4.6","(28)","Corporate office","·","·","Closed","· Opens 8:30 am Tue","12th Floor, Unit 1 to 5 Fountainhead Tower, 2, Wadgaon Sheri Raod","020 6726 7100","http://www.keyence.co.in/","","Website","","Directions","",""
"https://www.google.com/maps/place/RIELTA/data=!4m7!3m6!1s0x3bc2c01b9aaaaaab:0x57c546fbc8850dc1!8m2!3d18.4899111!4d73.8573!16s%2Fg%2F11p188kg70!19sChIJq6qqmhvAwjsRwQ2FyPtGxVc?authuser=0&hl=en&rclk=1","RIELTA","4.0","(2)","Manufacturer","·","2nd Floor, 27, ELECTRONIC ESTATE, opp. ADINATH SOCIETY","Closed","· Opens 10 am Tue","·","099606 92262","http://rielta.in/","","Website","","Directions","",""
"https://www.google.com/maps/place/Honeywell+International%28India+%29Pvt+Ltd/data=!4m7!3m6!1s0x3bc2c1ddd073471d:0xd611f5d64655f4f8!8m2!3d18.518741!4d73.9291169!16s%2Fg%2F11pxx8q_ll!19sChIJHUdz0N3BwjsR-PRVRtb1EdY?authuser=0&hl=en&rclk=1","Honeywell International(India )Pvt Ltd","4.0","(2)","Safety equipment supplier","·","302 , Level 3 , Summer Court, near Seasons Mall","Closed","· Opens 9 am Tue","","","https://impactbyhoneywell.com/","","Website","","Directions","",""
"https://www.google.com/maps/place/Apple+Sensor/data=!4m7!3m6!1s0x3bc2bfd2966b0abf:0x608cd1ab9411a750!8m2!3d18.5636494!4d73.7776793!16s%2Fg%2F11rp34fglr!19sChIJvwprltK_wjsRUKcRlKvRjGA?authuser=0&hl=en&rclk=1","Apple Sensor","5.0","(4)","Industrial equipment supplier","·","HQ7H+F33","","","·","096993 97922","http://www.applesensor.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best Dealer Supplier Distributor of sensor encoder timer counter controller"""
"","","","","","","","","","","","","","","","","",""
